old_local,new_local,phase2_flag
9_4_3_5_0_8_7_2_11_10_1_6,9_4_3_5_0_8_7_2_11_10_1_6,0
9_4_3_5_11_10_2_7_8_6_0_1,9_4_3_5_11_10_2_7_8_6_0_1,0
9_4_3_5_11_10_7_2_6_8_1_0,9_4_3_5_11_10_7_2_6_8_1_0,0
9_4_3_5_1_0_6_7_8_11_10_2,9_4_3_5_1_0_6_7_8_11_10_2,0
9_4_3_5_1_8_10_7_2_6_11_0,9_4_3_5_1_8_10_7_2_6_11_0,0
9_4_3_5_6_8_7_0_11_1_10_2,9_4_3_5_6_8_7_0_11_1_10_2,0
9_4_3_6_0_10_2_7_8_5_11_1,9_4_3_6_0_10_2_7_8_5_11_1,0
9_4_3_6_1_0_2_10_11_7_8_5,9_4_3_6_1_0_2_10_11_7_8_5,0
9_4_3_7_6_0_1_8_10_5_2_11,9_4_3_7_6_0_1_8_10_5_2_11,0
9_4_3_8_11_2_0_1_6_7_5_10,9_4_3_8_11_2_0_1_6_7_5_10,0
9_4_3_8_6_10_1_7_5_2_11_0,9_4_3_8_6_10_1_7_5_2_11_0,0
9_4_3_8_7_2_1_6_5_10_11_0,9_4_3_8_7_2_1_6_5_10_11_0,0
9_4_5_0_11_2_3_10_6_7_1_8,9_4_5_0_11_2_3_10_6_7_1_8,0
9_4_5_0_11_8_7_6_3_2_10_1,9_4_5_0_11_8_7_6_3_2_10_1,0
9_4_5_0_1_8_3_10_11_6_7_2,9_4_5_0_1_8_3_10_11_6_7_2,0
9_4_5_0_2_6_11_8_7_10_1_3,9_4_5_0_2_6_11_8_7_10_1_3,0
9_4_5_0_2_7_6_10_8_1_3_11,9_4_5_0_2_7_6_10_8_1_3_11,0
9_4_5_0_7_11_2_6_3_8_10_1,9_4_5_0_7_11_2_6_3_8_10_1,0
9_4_5_10_3_2_7_11_8_6_0_1,9_4_5_10_3_2_7_11_8_6_0_1,0
9_4_5_10_6_7_8_3_11_2_1_0,9_4_5_10_6_7_8_3_11_2_1_0,0
9_4_5_10_7_2_6_11_8_3_1_0,9_4_5_10_7_2_6_11_8_3_1_0,0
9_4_5_10_8_7_11_6_2_0_3_1,9_4_5_10_8_7_11_6_2_0_3_1,0
9_4_5_11_0_2_1_6_7_3_10_8,9_4_5_11_0_2_1_6_7_3_10_8,0
9_4_5_11_0_8_1_2_6_7_3_10,9_4_5_11_0_8_1_2_6_7_3_10,0
9_4_5_11_2_10_1_0_3_8_7_6,9_4_5_11_2_10_1_0_3_8_7_6,0
9_4_5_11_3_10_2_7_0_1_8_6,9_4_5_11_3_10_2_7_0_1_8_6,0
9_4_5_11_3_2_8_0_10_7_1_6,9_4_5_11_3_2_8_0_10_7_1_6,0
9_4_5_11_3_7_6_8_1_2_10_0,9_4_5_11_3_7_6_8_1_2_10_0,0
9_4_5_11_8_1_10_2_3_6_7_0,9_4_5_11_8_1_10_2_3_6_7_0,0
9_4_5_1_8_0_10_3_6_7_11_2,9_4_5_1_8_0_10_3_6_7_11_2,0
9_4_5_1_8_11_0_3_7_6_10_2,9_4_5_1_8_11_0_3_7_6_10_2,0
9_4_5_2_11_3_10_1_8_0_7_6,9_4_5_2_11_3_10_1_8_0_7_6,0
9_4_5_2_3_7_11_10_0_6_8_1,9_4_5_2_3_7_11_10_0_6_8_1,0
9_4_5_2_3_8_11_0_6_1_10_7,9_4_5_2_3_8_11_0_6_1_10_7,0
9_4_5_2_6_7_3_0_1_8_11_10,9_4_5_2_6_7_3_0_1_8_11_10,0
9_4_5_2_7_1_0_10_6_8_11_3,9_4_5_2_7_1_0_10_6_8_11_3,0
9_4_5_3_0_10_8_11_7_2_6_1,9_4_5_3_0_10_8_11_7_2_6_1,0
9_4_5_3_11_10_7_0_6_8_1_2,9_4_5_3_11_10_7_0_6_8_1_2,0
9_4_5_3_11_10_7_2_8_6_1_0,9_4_5_3_11_10_7_2_8_6_1_0,0
9_4_5_3_2_1_9_7_6_8_11_0,9_4_5_3_2_1_9_7_6_8_11_0,0
9_4_5_6_10_2_1_3_8_7_11_0,9_4_5_6_10_2_1_3_8_7_11_0,0
9_4_5_6_11_3_8_7_0_10_2_1,9_4_5_6_11_3_8_7_0_10_2_1,0
9_4_5_6_1_2_3_10_11_0_7_8,9_4_5_6_1_2_3_10_11_0_7_8,0
9_4_5_6_2_7_1_3_0_11_10_8,9_4_5_6_2_7_1_3_0_11_10_8,0
9_4_5_6_7_11_10_8_2_0_3_1,9_4_5_6_7_11_10_8_2_0_3_1,0
9_4_5_7_2_3_6_10_8_1_11_0,9_4_5_7_2_3_6_10_8_1_11_0,0
9_4_5_8_0_7_3_11_10_6_2_1,9_4_5_8_0_7_3_11_10_6_2_1,0
9_4_5_8_11_2_6_7_10_1_3_0,9_4_5_8_11_2_6_7_10_1_3_0,0
9_4_5_8_1_0_10_3_6_7_2_11,9_4_5_8_1_0_10_3_6_7_2_11,0
9_4_5_8_1_0_7_10_11_6_3_2,9_4_5_8_1_0_7_10_11_6_3_2,0
9_4_5_8_2_7_11_10_6_1_0_3,9_4_5_8_2_7_11_10_6_1_0_3,0
9_4_5_8_6_1_3_7_10_2_0_11,9_4_5_8_6_1_3_7_10_2_0_11,0
9_4_6_0_10_3_2_7_5_11_1_8,9_4_6_0_10_3_2_7_5_11_1_8,0
9_4_6_0_11_7_1_5_8_2_10_3,9_4_6_0_11_7_1_5_8_2_10_3,0
9_4_6_0_1_8_11_10_7_5_3_2,9_4_6_0_1_8_11_10_7_5_3_2,0
9_4_6_0_2_3_5_7_8_1_10_11,9_4_6_0_2_3_5_7_8_1_10_11,0
9_4_6_0_8_11_5_10_1_2_7_3,9_4_6_0_8_11_5_10_1_2_7_3,0
9_4_6_10_11_5_3_7_8_2_1_0,9_4_6_10_11_5_3_7_8_2_1_0,0
9_4_6_10_1_0_5_3_11_8_7_2,9_4_6_10_1_0_5_3_11_8_7_2,0
9_4_6_10_3_1_2_7_8_5_0_11,9_4_6_10_3_1_2_7_8_5_0_11,0
9_4_6_11_1_8_10_3_5_0_2_7,9_4_6_11_1_8_10_3_5_0_2_7,0
9_4_6_11_2_8_1_0_7_3_10_5,9_4_6_11_2_8_1_0_7_3_10_5,0
9_4_6_1_3_10_5_11_8_2_0_7,9_4_6_1_3_10_5_11_8_2_0_7,0
9_4_6_2_0_10_7_3_1_11_8_5,9_4_6_2_0_10_7_3_1_11_8_5,0
9_4_6_2_0_5_8_7_1_10_11_3,9_4_6_2_0_5_8_7_1_10_11_3,0
9_4_6_2_10_8_0_5_3_7_11_1,9_4_6_2_10_8_0_5_3_7_11_1,0
9_4_6_3_11_0_5_8_7_1_2_10,9_4_6_3_11_0_5_8_7_1_2_10,0
9_4_6_3_5_10_8_0_11_2_7_1,9_4_6_3_5_10_8_0_11_2_7_1,0
9_4_6_5_0_11_1_10_7_2_3_8,9_4_6_5_0_11_1_10_7_2_3_8,0
9_4_6_5_8_10_7_3_1_0_11_2,9_4_6_5_8_10_7_3_1_0_11_2,0
9_4_6_7_10_5_11_3_1_2_8_0,9_4_6_7_10_5_11_3_1_2_8_0,0
9_4_6_7_11_2_8_5_1_0_10_3,9_4_6_7_11_2_8_5_1_0_10_3,0
9_4_6_7_11_8_2_5_1_0_10_3,9_4_6_7_11_8_2_5_1_0_10_3,0
9_4_6_7_3_1_2_10_8_11_0_5,9_4_6_7_3_1_2_10_8_11_0_5,0
9_4_6_7_8_5_3_10_0_1_2_11,9_4_6_7_8_5_3_10_0_1_2_11,0
9_4_6_8_0_10_2_7_5_3_11_1,9_4_6_8_0_10_2_7_5_3_11_1,0
9_4_6_8_11_0_1_2_3_5_10_7,9_4_6_8_11_0_1_2_3_5_10_7,0
9_4_6_8_5_7_2_0_10_11_3_1,9_4_6_8_5_7_2_0_10_11_3_1,0
9_4_6_8_7_2_0_10_11_1_3_5,9_4_6_8_7_2_0_10_11_1_3_5,0
9_4_6_8_7_2_10_5_0_3_1_11,9_4_6_8_7_2_10_5_0_3_1_11,0
9_4_7_0_11_6_3_8_5_10_1_2,9_4_7_0_11_6_3_8_5_10_1_2,0
9_4_7_0_5_1_10_3_2_11_6_8,9_4_7_0_5_1_10_3_2_11_6_8,0
9_4_7_0_8_2_6_1_10_3_5_11,9_4_7_0_8_2_6_1_10_3_5_11,0
9_4_7_10_3_0_8_1_6_11_2_5,9_4_7_10_3_0_8_1_6_11_2_5,0
9_4_7_11_0_2_8_6_5_1_10_3,9_4_7_11_0_2_8_6_5_1_10_3,0
9_4_7_11_1_10_0_3_5_8_6_2,9_4_7_11_1_10_0_3_5_8_6_2,0
9_4_7_11_2_3_6_10_1_5_8_0,9_4_7_11_2_3_6_10_1_5_8_0,0
9_4_7_11_2_6_10_1_5_8_3_0,9_4_7_11_2_6_10_1_5_8_3_0,0
9_4_7_11_8_2_1_3_10_5_0_6,9_4_7_11_8_2_1_3_10_5_0_6,0
9_4_7_1_0_6_5_3_11_10_2_8,9_4_7_1_0_6_5_3_11_10_2_8,0
9_4_7_2_0_10_3_6_5_8_1_11,9_4_7_2_0_10_3_6_5_8_1_11,0
9_4_7_2_0_3_1_11_6_8_5_10,9_4_7_2_0_3_1_11_6_8_5_10,0
9_4_7_2_11_8_10_5_3_1_0_6,9_4_7_2_11_8_10_5_3_1_0_6,0
9_4_7_2_1_3_8_6_0_5_11_10,9_4_7_2_1_3_8_6_0_5_11_10,0
9_4_7_2_5_0_3_10_1_8_11_6,9_4_7_2_5_0_3_10_1_8_11_6,0
9_4_7_2_5_3_8_6_10_1_0_11,9_4_7_2_5_3_8_6_10_1_0_11,0
9_4_7_3_5_10_11_2_0_6_1_8,9_4_7_3_5_10_11_2_0_6_1_8,0
9_4_7_3_8_0_10_6_5_2_1_11,9_4_7_3_8_0_10_6_5_2_1_11,0
9_4_7_3_8_2_11_1_10_5_6_0,9_4_7_3_8_2_11_1_10_5_6_0,0
9_4_7_5_10_0_2_11_1_6_3_8,9_4_7_5_10_0_2_11_1_6_3_8,0
9_4_7_5_11_1_3_2_8_6_10_0,9_4_7_5_11_1_3_2_8_6_10_0,0
9_4_7_5_2_6_3_10_1_11_8_0,9_4_7_5_2_6_3_10_1_11_8_0,0
9_4_7_5_6_8_1_11_10_2_3_0,9_4_7_5_6_8_1_11_10_2_3_0,0
9_4_7_6_1_2_5_3_8_0_10_11,9_4_7_6_1_2_5_3_8_0_10_11,0
9_4_7_6_1_8_11_10_5_0_3_2,9_4_7_6_1_8_11_10_5_0_3_2,0
9_4_7_8_10_6_11_0_5_3_1_2,9_4_7_8_10_6_11_0_5_3_1_2,0
9_4_7_8_1_3_5_0_2_11_6_10,9_4_7_8_1_3_5_0_2_11_6_10,0
9_4_7_8_6_2_10_0_11_3_1_5,9_4_7_8_6_2_10_0_11_3_1_5,0
9_4_8_0_11_10_7_2_6_5_3_1,9_4_8_0_11_10_7_2_6_5_3_1,0
9_4_8_0_1_11_5_2_3_6_7_10,9_4_8_0_1_11_5_2_3_6_7_10,0
9_4_8_0_1_2_10_7_6_3_11_5,9_4_8_0_1_2_10_7_6_3_11_5,0
9_4_8_0_1_7_3_5_6_10_2_11,9_4_8_0_1_7_3_5_6_10_2_11,0
9_4_8_0_7_11_3_10_2_6_1_5,9_4_8_0_7_11_3_10_2_6_1_5,0
9_4_8_10_0_2_5_3_1_6_7_11,9_4_8_10_0_2_5_3_1_6_7_11,0
9_4_8_10_0_2_6_11_7_5_3_1,9_4_8_10_0_2_6_11_7_5_3_1,0
9_4_8_10_11_2_0_5_1_7_6_3,9_4_8_10_11_2_0_5_1_7_6_3,0
9_4_8_10_3_7_11_2_6_0_1_5,9_4_8_10_3_7_11_2_6_0_1_5,0
9_4_8_11_10_6_0_2_7_3_5_1,9_4_8_11_10_6_0_2_7_3_5_1,0
9_4_8_11_1_0_6_7_5_2_10_3,9_4_8_11_1_0_6_7_5_2_10_3,0
9_4_8_11_5_0_7_10_6_2_3_1,9_4_8_11_5_0_7_10_6_2_3_1,0
9_4_8_11_6_2_10_5_0_7_3_1,9_4_8_11_6_2_10_5_0_7_3_1,0
9_4_8_1_11_5_3_2_6_0_10_7,9_4_8_1_11_5_3_2_6_0_10_7,0
9_4_8_1_7_3_5_10_0_2_6_11,9_4_8_1_7_3_5_10_0_2_6_11,0
9_4_8_2_11_7_1_5_6_0_10_3,9_4_8_2_11_7_1_5_6_0_10_3,0
9_4_8_2_3_10_1_7_6_5_0_11,9_4_8_2_3_10_1_7_6_5_0_11,0
9_4_8_2_3_5_10_1_7_0_6_11,9_4_8_2_3_5_10_1_7_0_6_11,0
9_4_8_2_6_7_5_1_10_3_11_0,9_4_8_2_6_7_5_1_10_3_11_0,0
9_4_8_3_0_7_2_10_1_6_11_5,9_4_8_3_0_7_2_10_1_6_11_5,0
9_4_8_3_10_2_6_11_7_0_5_1,9_4_8_3_10_2_6_11_7_0_5_1,0
9_4_8_3_11_2_0_10_7_5_6_1,9_4_8_3_11_2_0_10_7_5_6_1,0
9_4_8_3_1_2_5_10_0_11_7_6,9_4_8_3_1_2_5_10_0_11_7_6,0
9_4_8_3_1_5_0_10_6_11_7_2,9_4_8_3_1_5_0_10_6_11_7_2,0
9_4_8_5_0_1_11_10_2_6_7_3,9_4_8_5_0_1_11_10_2_6_7_3,0
9_4_8_5_0_1_2_10_3_11_7_6,9_4_8_5_0_1_2_10_3_11_7_6,0
9_4_8_5_11_1_10_0_6_3_7_2,9_4_8_5_11_1_10_0_6_3_7_2,0
9_4_8_5_11_7_3_6_2_1_10_0,9_4_8_5_11_7_3_6_2_1_10_0,0
9_4_8_5_2_10_0_6_1_7_3_11,9_4_8_5_2_10_0_6_1_7_3_11,0
9_4_8_5_7_10_1_6_0_3_11_2,9_4_8_5_7_10_1_6_0_3_11_2,0
9_4_8_5_7_6_0_1_11_2_10_3,9_4_8_5_7_6_0_1_11_2_10_3,0
9_4_8_5_7_6_3_10_2_11_1_0,9_4_8_5_7_6_3_10_2_11_1_0,0
9_4_8_6_10_0_2_5_7_3_11_1,9_4_8_6_10_0_2_5_7_3_11_1,0
9_4_8_6_3_10_2_1_7_11_5_0,9_4_8_6_3_10_2_1_7_11_5_0,0
9_4_8_6_5_3_11_2_0_10_7_1,9_4_8_6_5_3_11_2_0_10_7_1,0
9_4_8_7_5_11_3_2_6_10_0_1,9_4_8_7_5_11_3_2_6_10_0_1,0
9_4_8_7_6_0_1_11_5_10_3_2,9_4_8_7_6_0_1_11_5_10_3_2,0
9_4_8_7_6_5_0_3_1_10_2_11,9_4_8_7_6_5_0_3_1_10_2_11,0
9_4_8_7_6_5_11_10_3_0_1_2,9_4_8_7_6_5_11_10_3_0_1_2,0
9_5_0_10_2_7_6_3_1_11_4_8,9_5_0_10_2_7_6_3_1_11_4_8,0
9_5_0_10_6_3_1_7_4_2_11_8,9_5_0_10_6_3_1_7_4_2_11_8,0
9_5_0_10_6_3_1_8_4_2_11_7,9_5_0_10_6_3_1_8_4_2_11_7,0
9_5_0_10_7_3_1_8_4_2_11_6,9_5_0_10_7_3_1_8_4_2_11_6,0
9_5_0_11_2_6_7_3_10_1_4_8,9_5_0_11_2_6_7_3_10_1_4_8,0
9_5_0_11_2_7_6_3_10_1_4_8,9_5_0_11_2_7_6_3_10_1_4_8,0
9_5_0_11_3_6_7_2_10_1_4_8,9_5_0_11_3_6_7_2_10_1_4_8,0
9_5_0_11_3_7_6_2_10_1_4_8,9_5_0_11_3_7_6_2_10_1_4_8,0
9_5_0_11_3_8_6_2_10_1_4_7,9_5_0_11_3_8_6_2_10_1_4_7,0
9_5_0_11_6_3_2_10_7_4_1_8,9_5_0_11_6_3_2_10_7_4_1_8,0
9_5_0_11_7_3_2_10_6_4_1_8,9_5_0_11_7_3_2_10_6_4_1_8,0
9_5_0_11_7_6_2_1_4_10_3_8,9_5_0_11_7_6_2_1_4_10_3_8,0
9_5_0_1_10_11_4_3_6_2_7_8,9_5_0_1_10_11_4_3_6_2_7_8,0
9_5_0_1_10_8_2_4_7_6_11_3,9_5_0_1_10_8_2_4_7_6_11_3,0
9_5_0_1_8_3_6_7_11_10_2_4,9_5_0_1_8_3_6_7_11_10_2_4,0
9_5_0_2_10_7_4_8_1_11_3_6,9_5_0_2_10_7_4_8_1_11_3_6,0
9_5_0_2_4_7_8_3_11_1_6_10,9_5_0_2_4_7_8_3_11_1_6_10,0
9_5_0_2_6_10_4_11_8_1_3_7,9_5_0_2_6_10_4_11_8_1_3_7,0
9_5_0_2_7_3_8_10_1_6_11_4,9_5_0_2_7_3_8_10_1_6_11_4,0
9_5_0_3_1_6_7_2_4_10_8_11,9_5_0_3_1_6_7_2_4_10_8_11,0
9_5_0_3_4_7_2_10_6_1_11_8,9_5_0_3_4_7_2_10_6_1_11_8,0
9_5_0_3_4_8_7_1_2_11_10_6,9_5_0_3_4_8_7_1_2_11_10_6,0
9_5_0_3_6_2_4_8_1_10_7_11,9_5_0_3_6_2_4_8_1_10_7_11,0
9_5_0_4_11_1_7_8_10_3_6_2,9_5_0_4_11_1_7_8_10_3_6_2,0
9_5_0_4_11_8_7_3_2_1_10_6,9_5_0_4_11_8_7_3_2_1_10_6,0
9_5_0_4_6_8_7_2_3_1_10_11,9_5_0_4_6_8_7_2_3_1_10_11,0
9_5_0_6_11_8_7_2_10_1_3_4,9_5_0_6_11_8_7_2_10_1_3_4,0
9_5_0_6_2_10_11_7_8_4_3_1,9_5_0_6_2_10_11_7_8_4_3_1,0
9_5_0_6_7_4_10_8_11_2_3_1,9_5_0_6_7_4_10_8_11_2_3_1,0
9_5_0_7_11_10_6_1_3_4_2_8,9_5_0_7_11_10_6_1_3_4_2_8,0
9_5_0_7_1_10_2_11_3_6_8_4,9_5_0_7_1_10_2_11_3_6_8_4,0
9_5_0_7_1_11_10_8_6_2_4_3,9_5_0_7_1_11_10_8_6_2_4_3,0
9_5_0_8_11_4_2_6_10_3_1_7,9_5_0_8_11_4_2_6_10_3_1_7,0
9_5_0_8_4_1_11_7_3_2_10_6,9_5_0_8_4_1_11_7_3_2_10_6,0
9_5_0_8_4_1_6_11_2_10_7_3,9_5_0_8_4_1_6_11_2_10_7_3,0
9_5_10_0_11_7_3_6_2_4_1_8,9_5_10_0_11_7_3_6_2_4_1_8,0
9_5_10_0_1_6_3_8_7_4_11_2,9_5_10_0_1_6_3_8_7_4_11_2,0
9_5_10_0_4_7_1_2_8_11_6_3,9_5_10_0_4_7_1_2_8_11_6_3,0
9_5_10_0_6_11_7_3_2_4_1_8,9_5_10_0_6_11_7_3_2_4_1_8,0
9_5_10_11_1_7_2_6_3_0_8_4,9_5_10_11_1_7_2_6_3_0_8_4,0
9_5_10_11_2_7_1_4_0_6_8_3,9_5_10_11_2_7_1_4_0_6_8_3,0
9_5_10_11_3_2_0_1_7_8_4_6,9_5_10_11_3_2_0_1_7_8_4_6,0
9_5_10_11_4_0_7_8_1_6_3_2,9_5_10_11_4_0_7_8_1_6_3_2,0
9_5_10_11_4_1_7_8_0_3_6_2,9_5_10_11_4_1_7_8_0_3_6_2,0
9_5_10_1_11_4_2_0_7_6_3_8,9_5_10_1_11_4_2_0_7_6_3_8,0
9_5_10_1_6_2_3_11_0_7_8_4,9_5_10_1_6_2_3_11_0_7_8_4,0
9_5_10_2_1_6_8_4_7_11_0_3,9_5_10_2_1_6_8_4_7_11_0_3,0
9_5_10_2_8_6_1_11_0_7_4_3,9_5_10_2_8_6_1_11_0_7_4_3,0
9_5_10_3_0_8_7_11_6_1_2_4,9_5_10_3_0_8_7_11_6_1_2_4,0
9_5_10_3_11_1_7_2_8_4_0_6,9_5_10_3_11_1_7_2_8_4_0_6,0
9_5_10_3_11_4_8_0_7_2_6_1,9_5_10_3_11_4_8_0_7_2_6_1,0
9_5_10_4_11_8_6_3_1_2_0_7,9_5_10_4_11_8_6_3_1_2_0_7,0
9_5_10_4_2_3_7_8_11_0_6_1,9_5_10_4_2_3_7_8_11_0_6_1,0
9_5_10_4_7_0_3_6_1_8_11_2,9_5_10_4_7_0_3_6_1_8_11_2,0
9_5_10_4_7_6_0_1_11_8_2_3,9_5_10_4_7_6_0_1_11_8_2_3,0
9_5_10_6_11_1_4_7_8_3_0_2,9_5_10_6_11_1_4_7_8_3_0_2,0
9_5_10_6_11_7_3_8_4_0_1_2,9_5_10_6_11_7_3_8_4_0_1_2,0
9_5_10_6_1_2_8_11_7_0_3_4,9_5_10_6_1_2_8_11_7_0_3_4,0
9_5_10_6_1_7_3_4_0_11_2_8,9_5_10_6_1_7_3_4_0_11_2_8,0
9_5_10_6_2_7_3_11_4_0_8_1,9_5_10_6_2_7_3_11_4_0_8_1,0
9_5_10_6_8_1_3_11_4_0_2_7,9_5_10_6_8_1_3_11_4_0_2_7,0
9_5_10_7_1_3_4_2_0_11_6_8,9_5_10_7_1_3_4_2_0_11_6_8,0
9_5_10_7_2_3_8_1_0_4_11_6,9_5_10_7_2_3_8_1_0_4_11_6,0
9_5_10_7_2_4_11_6_8_0_3_1,9_5_10_7_2_4_11_6_8_0_3_1,0
9_5_10_7_6_8_2_0_1_4_11_3,9_5_10_7_6_8_2_0_1_4_11_3,0
9_5_10_7_8_1_0_6_4_3_11_2,9_5_10_7_8_1_0_6_4_3_11_2,0
9_5_10_8_4_1_6_11_3_2_7_0,9_5_10_8_4_1_6_11_3_2_7_0,0
9_5_10_8_7_1_3_2_11_4_0_6,9_5_10_8_7_1_3_2_11_4_0_6,0
9_5_10_8_7_1_4_11_0_2_6_3,9_5_10_8_7_1_4_11_0_2_6_3,0
9_5_10_8_7_4_2_6_1_3_0_11,9_5_10_8_7_4_2_6_1_3_0_11,0
9_5_11_0_7_2_6_10_4_3_8_1,9_5_11_0_7_2_6_10_4_3_8_1,0
9_5_11_10_0_8_2_7_4_3_1_6,9_5_11_10_0_8_2_7_4_3_1_6,0
9_5_11_10_3_4_2_0_7_1_6_8,9_5_11_10_3_4_2_0_7_1_6_8,0
9_5_11_10_4_6_3_7_0_8_2_1,9_5_11_10_4_6_3_7_0_8_2_1,0
9_5_11_10_6_4_7_3_2_8_1_0,9_5_11_10_6_4_7_3_2_8_1_0,0
9_5_11_10_8_7_1_2_6_3_0_4,9_5_11_10_8_7_1_2_6_3_0_4,0
9_5_11_2_10_1_6_8_4_3_7_0,9_5_11_2_10_1_6_8_4_3_7_0,0
9_5_11_2_1_6_0_10_3_7_8_4,9_5_11_2_1_6_0_10_3_7_8_4,0
9_5_11_3_6_1_2_7_4_0_8_10,9_5_11_3_6_1_2_7_4_0_8_10,0
9_5_11_4_1_8_10_2_7_0_3_6,9_5_11_4_1_8_10_2_7_0_3_6,0
9_5_11_4_6_0_7_2_8_3_10_1,9_5_11_4_6_0_7_2_8_3_10_1,0
9_5_11_6_10_1_7_4_3_0_8_2,9_5_11_6_10_1_7_4_3_0_8_2,0
9_5_11_6_2_8_1_7_10_3_0_4,9_5_11_6_2_8_1_7_10_3_0_4,0
9_5_11_6_3_0_10_8_7_1_2_4,9_5_11_6_3_0_10_8_7_1_2_4,0
9_5_11_7_8_2_3_10_1_6_4_0,9_5_11_7_8_2_3_10_1_6_4_0,0
9_5_11_7_8_2_3_10_6_0_4_1,9_5_11_7_8_2_3_10_6_0_4_1,0
9_5_11_8_4_0_3_10_6_1_7_2,9_5_11_8_4_0_3_10_6_1_7_2,0
9_5_11_8_4_1_10_7_2_0_3_6,9_5_11_8_4_1_10_7_2_0_3_6,0
9_5_11_8_7_2_3_1_4_0_10_6,9_5_11_8_7_2_3_1_4_0_10_6,0
9_5_1_0_2_4_3_8_11_7_6_10,9_5_1_0_2_4_3_8_11_7_6_10,0
9_5_1_0_4_8_11_7_3_2_6_10,9_5_1_0_4_8_11_7_3_2_6_10,0
9_5_1_0_4_8_7_3_11_2_6_10,9_5_1_0_4_8_7_3_11_2_6_10,0
9_5_1_0_4_8_7_3_6_2_10_11,9_5_1_0_4_8_7_3_6_2_10_11,0
9_5_1_0_6_3_10_7_2_11_8_4,9_5_1_0_6_3_10_7_2_11_8_4,0
9_5_1_0_6_3_11_8_4_2_10_7,9_5_1_0_6_3_11_8_4_2_10_7,0
9_5_1_0_6_7_11_10_2_3_4_8,9_5_1_0_6_7_11_10_2_3_4_8,0
9_5_1_0_8_4_2_11_7_3_10_6,9_5_1_0_8_4_2_11_7_3_10_6,0
9_5_1_0_8_4_3_11_7_6_2_10,9_5_1_0_8_4_3_11_7_6_2_10,0
9_5_1_0_8_4_3_7_11_2_6_10,9_5_1_0_8_4_3_7_11_2_6_10,0
9_5_1_0_8_4_7_11_3_6_10_2,9_5_1_0_8_4_7_11_3_6_10_2,0
9_5_1_10_2_6_3_11_7_4_8_0,9_5_1_10_2_6_3_11_7_4_8_0,0
9_5_1_10_2_6_3_11_8_0_4_7,9_5_1_10_2_6_3_11_8_0_4_7,0
9_5_1_10_2_6_7_3_11_0_4_8,9_5_1_10_2_6_7_3_11_0_4_8,0
9_5_1_10_3_7_4_0_8_11_2_6,9_5_1_10_3_7_4_0_8_11_2_6,0
9_5_1_10_4_0_7_11_6_3_8_2,9_5_1_10_4_0_7_11_6_3_8_2,0
9_5_1_10_4_7_3_0_8_11_2_6,9_5_1_10_4_7_3_0_8_11_2_6,0
9_5_1_10_6_2_11_3_7_8_0_4,9_5_1_10_6_2_11_3_7_8_0_4,0
9_5_1_10_6_2_11_3_8_0_4_7,9_5_1_10_6_2_11_3_8_0_4_7,0
9_5_1_10_6_2_11_7_3_0_8_4,9_5_1_10_6_2_11_7_3_0_8_4,0
9_5_1_10_6_2_11_8_3_0_7_4,9_5_1_10_6_2_11_8_3_0_7_4,0
9_5_1_10_6_2_3_11_7_4_0_8,9_5_1_10_6_2_3_11_7_4_0_8,0
9_5_1_10_6_2_3_7_11_0_4_8,9_5_1_10_6_2_3_7_11_0_4_8,0
9_5_1_10_6_2_8_4_0_7_11_3,9_5_1_10_6_2_8_4_0_7_11_3,0
9_5_1_10_7_11_6_0_2_3_8_4,9_5_1_10_7_11_6_0_2_3_8_4,0
9_5_1_10_7_3_0_4_8_11_2_6,9_5_1_10_7_3_0_4_8_11_2_6,0
9_5_1_10_7_3_0_8_4_2_11_6,9_5_1_10_7_3_0_8_4_2_11_6,0
9_5_1_10_7_4_0_3_8_11_2_6,9_5_1_10_7_4_0_3_8_11_2_6,0
9_5_1_10_7_4_0_8_3_2_11_6,9_5_1_10_7_4_0_8_3_2_11_6,0
9_5_1_10_7_4_2_11_6_3_0_8,9_5_1_10_7_4_2_11_6_3_0_8,0
9_5_1_11_3_2_8_7_6_0_4_10,9_5_1_11_3_2_8_7_6_0_4_10,0
9_5_1_11_3_6_10_8_4_0_2_7,9_5_1_11_3_6_10_8_4_0_2_7,0
9_5_1_11_3_7_10_6_2_0_4_8,9_5_1_11_3_7_10_6_2_0_4_8,0
9_5_1_11_7_3_0_8_4_2_10_6,9_5_1_11_7_3_0_8_4_2_10_6,0
9_5_1_11_7_3_2_10_6_4_0_8,9_5_1_11_7_3_2_10_6_4_0_8,0
9_5_1_11_7_3_2_6_10_0_4_8,9_5_1_11_7_3_2_6_10_0_4_8,0
9_5_1_11_7_3_4_8_0_2_6_10,9_5_1_11_7_3_4_8_0_2_6_10,0
9_5_1_11_7_4_2_10_6_3_0_8,9_5_1_11_7_4_2_10_6_3_0_8,0
9_5_1_11_8_2_4_7_0_3_6_10,9_5_1_11_8_2_4_7_0_3_6_10,0
9_5_1_2_10_7_6_3_8_0_11_4,9_5_1_2_10_7_6_3_8_0_11_4,0
9_5_1_2_3_11_4_10_6_0_7_8,9_5_1_2_3_11_4_10_6_0_7_8,0
9_5_1_2_3_11_7_4_10_8_6_0,9_5_1_2_3_11_7_4_10_8_6_0,0
9_5_1_2_6_10_7_3_11_0_4_8,9_5_1_2_6_10_7_3_11_0_4_8,0
